656265927	https://img.shopstyle-cdn.com/pim/1e/1a/1e1af64f2420d11908c66a089f6ea594_best.jpg	sweatshirts
532035442	https://img.shopstyle-cdn.com/pim/ed/40/ed4070eda7069c7d91b4f51ff2600d00_best.jpg	womens-shoes
636348302	https://img.shopstyle-cdn.com/pim/47/42/474237a4ce388ac5527322a6c9998f8f_best.jpg	womens-shoes
536274922	https://img.shopstyle-cdn.com/pim/96/da/96daf8a111668ea95f269d0f6bf1088a_best.jpg	sunglasses
480042934	https://img.shopstyle-cdn.com/pim/ee/b8/eeb86132cdb09d97b85bac32da477e5b_best.jpg	womens-shoes
623766444	https://img.shopstyle-cdn.com/pim/57/46/574647331e4399645175d9f06ca112cc_best.jpg	womens-shoes
666454349	https://img.shopstyle-cdn.com/pim/80/f0/80f0d293bb9b1ecc8062ee365e1e88f4_best.jpg	womens-shoes
626112834	https://img.shopstyle-cdn.com/pim/00/0a/000a8f033a4262a0411fe6d4d588c4b6_best.jpg	womens-tops
627394993	https://img.shopstyle-cdn.com/pim/6e/69/6e69a60cc2012d729a6166023adcbb7e_best.jpg	hats
532358871	https://img.shopstyle-cdn.com/pim/d4/16/d416fe9ab7e554dd9ed90f9e7dafb2ba_best.jpg	womens-pants
652960942	https://img.shopstyle-cdn.com/pim/1f/8f/1f8f7abf09ee97f5155e328d3b1f8ec6_best.jpg	womens-shoes
620411308	https://img.shopstyle-cdn.com/pim/65/02/650229cbbd36a07e114dfa66e91f024e_best.jpg	jeans
656751589	https://img.shopstyle-cdn.com/pim/1e/f6/1ef6d2e72acba3f145a928a5dfe24c85_best.jpg	handbags
602943727	https://img.shopstyle-cdn.com/pim/b6/a0/b6a0428aa5ea992123b7acc0ae22dee6_best.jpg	sweaters
621767177	https://img.shopstyle-cdn.com/pim/8f/ce/8fcef0721c5af38e373dab00345ab0dc_best.jpg	handbags
646580513	https://img.shopstyle-cdn.com/pim/9b/5b/9b5bfd08c6099378fc1ba02486d37a1e_best.jpg	jackets
645257150	https://img.shopstyle-cdn.com/pim/99/31/9931ddf849900875132efaf4e0ada1dd_best.jpg	shorts
622038542	https://img.shopstyle-cdn.com/pim/4b/19/4b1960d9cb2e7604064d159bead1dd6b_best.jpg	womens-shoes
609902618	https://img.shopstyle-cdn.com/pim/a4/70/a470a2957b8c94ce84424a891e4a999a_best.jpg	womens-shoes
635868239	https://img.shopstyle-cdn.com/pim/20/95/20957da5c0eb7d140d2646c6f76c7b1c_best.jpg	jackets
531839857	https://img.shopstyle-cdn.com/pim/6f/86/6f864c628a44ed66acdcc081dc6df7d1_best.jpg	handbags
618915087	https://img.shopstyle-cdn.com/pim/f0/cc/f0cc3714b17301b5bdfbf3e48fa7d1f2_best.jpg	jewelry
619434325	https://img.shopstyle-cdn.com/pim/5f/3a/5f3a90eb218d4637b59fc3b6a4519e2b_best.jpg	womens-shoes
644137857	https://img.shopstyle-cdn.com/pim/6b/eb/6bebda3b72c33a37e3d895545fb5edd9_best.jpg	dresses
538546807	https://img.shopstyle-cdn.com/pim/7d/28/7d28c9723f0150bd671677663fcbde95_best.jpg	dresses
537482092	https://img.shopstyle-cdn.com/pim/40/8e/408e5454c933ffd04149e31386b4511d_best.jpg	sweaters
660538038	https://img.shopstyle-cdn.com/pim/c2/b6/c2b626ac464834368a72880414ce17bb_best.jpg	handbags
651081405	https://img.shopstyle-cdn.com/pim/f9/8d/f98de84dcea57f9ca6c9b0db556c1e88_best.jpg	womens-tops
649461078	https://img.shopstyle-cdn.com/pim/8d/1c/8d1c47a7ddf27a72d6f43d8be4316bbc_best.jpg	handbags
648928605	https://img.shopstyle-cdn.com/pim/6c/e7/6ce72cb41c833d421a85a7bcbb7199ad_best.jpg	dresses
483786541	https://img.shopstyle-cdn.com/pim/29/20/2920383e74557825f094ecefa8a13d6f_best.jpg	handbags
