12851	invalid_collection	622332589	shorts	https://img.shopstyle-cdn.com/pim/f2/5d/f25d3e3b9dd6e96649a8a0c259d55cbe_best.jpg	659710513	skirts	https://img.shopstyle-cdn.com/pim/ea/88/ea885aeb746766a23bc1cf051bb5fc43_best.jpg
13962	invalid_collection	632613539	dresses	https://img.shopstyle-cdn.com/pim/08/c8/08c8e84729d143907c139e0a3af7b562_best.jpg	642281820	shorts	https://img.shopstyle-cdn.com/pim/df/f4/dff41afa18c58284e9e1823218a6d38c_best.jpg
10185	invalid_collection	644557064	dresses	https://img.shopstyle-cdn.com/pim/29/c1/29c1430d872c04da17e1605435b0e288_best.jpg	523534411	dresses	https://img.shopstyle-cdn.com/pim/7b/71/7b71cb7a4a20ce535cd07cbcbbca0b91_best.jpg
1092	invalid_collection	649405697	shorts	https://img.shopstyle-cdn.com/pim/65/ab/65abbdc8e41d666b1fdaea37477476af_best.jpg	660534401	shorts	https://img.shopstyle-cdn.com/pim/88/10/8810a8e3b4dfbf079988ae2116f522a7_best.jpg
18035	invalid_collection	647097481	womens-pants	https://img.shopstyle-cdn.com/pim/c7/42/c742e23203d135170cdd2056ad22d394_best.jpg	649636329	womens-pants	https://img.shopstyle-cdn.com/pim/74/37/743763bbe35c9282515603f8b2084455_best.jpg
3673	invalid_collection	656796923	skirts	https://img.shopstyle-cdn.com/pim/b9/97/b997a7942b7fb2a73bb5b11a8d65ce51_best.jpg	667022341	skirts	https://img.shopstyle-cdn.com/pim/53/64/5364e09a8b0f761dc83a85d17a50cce4_best.jpg
14065	invalid_collection	647270757	dresses	https://img.shopstyle-cdn.com/pim/41/c8/41c8d7d3e04e65ae7d9fd894f882beb7_best.jpg	664878038	dresses	https://img.shopstyle-cdn.com/pim/45/bf/45bf050a7389db0c2bafb813dd5a4c16_best.jpg
17904	invalid_collection	659453528	dresses	https://img.shopstyle-cdn.com/pim/99/18/9918bd969e7fb44f66f38adbb8459053_best.jpg	635868102	womens-tops	https://img.shopstyle-cdn.com/pim/10/8a/108a79a2e4244ea4ad90f660b82bef07_best.jpg
5009	invalid_collection	473603917	jeans	https://img.shopstyle-cdn.com/pim/ab/2b/ab2bf67dda30c9a7a74c455697845a06_best.jpg	535446059	jeans	https://img.shopstyle-cdn.com/pim/15/18/1518d2ae6891f292a37f36820a46c2c6_best.jpg
18234	invalid_collection	604710322	skirts	https://img.shopstyle-cdn.com/pim/e7/8c/e78c6e206e579510ef7aaea499b3cc79_best.jpg	665107022	womens-pants	https://img.shopstyle-cdn.com/pim/44/d8/44d82595be7e561e0cb1d4d895868f7d_best.jpg
