0	42904235	615752261	skirts	https://img.shopstyle-cdn.com/pim/ef/7c/ef7ce4493337e66516ecb405afe7b705_best.jpg	631337402	womens-tops	https://img.shopstyle-cdn.com/pim/07/e7/07e707f65013d8597b91969b2c01852e_best.jpg
1	42825046	637589728	womens-tops	https://img.shopstyle-cdn.com/pim/97/02/9702fa47f1b72a506c08c9d13709c37b_best.jpg	628972535	jeans	https://img.shopstyle-cdn.com/pim/c4/c4/c4c4b91f77bba7af64742bbd293a3735_best.jpg
2	42844166	630487027	jeans	https://img.shopstyle-cdn.com/pim/b6/d0/b6d0eaa0538b7bf834a036bc8f4b7a90_best.jpg	623722641	womens-tops	https://img.shopstyle-cdn.com/pim/22/dd/22dd5e46cbbcf8879438bc11ef172b39_best.jpg
3	42926099	661462674	womens-tops	https://img.shopstyle-cdn.com/pim/ea/87/ea87c503776633d19221bd2229ed548d_best.jpg	616626010	jeans	https://img.shopstyle-cdn.com/pim/ee/66/ee666f1d11bab37cde3885826747c12d_best.jpg
4	42795028	542733706	jeans	https://img.shopstyle-cdn.com/pim/d5/87/d5876218a26e84834278c180e23fbf84_best.jpg	628574448	womens-tops	https://img.shopstyle-cdn.com/pim/8f/54/8f54bcefa9b97a636d902941d746bd57_best.jpg
5	42926105	656261794	womens-tops	https://img.shopstyle-cdn.com/pim/b9/f3/b9f32b1159082d02e58551cfb249e16a_best.jpg	649088590	skirts	https://img.shopstyle-cdn.com/pim/ab/bf/abbfbacd94ef8abc0da5abd9b191401d_best.jpg
6	42795043	627713589	womens-tops	https://img.shopstyle-cdn.com/pim/40/2d/402de95f3ce22d8acc0eb6b5fb9e1246_best.jpg	636428039	jeans	https://img.shopstyle-cdn.com/pim/f4/3f/f43f7e6f472bb54d33fca08bb51b2d66_best.jpg
7	42926117	658365118	dresses	https://img.shopstyle-cdn.com/pim/92/f4/92f4e2c577098e6dbb9850394bb24b1a_best.jpg	642157336	jackets	https://img.shopstyle-cdn.com/pim/dc/3d/dc3d87027e1c1043c8962fcb284aaf74_best.jpg
8	42844203	533686388	womens-pants	https://img.shopstyle-cdn.com/pim/f4/b9/f4b99b2648d534aee2dda9ddb1dbf8f3_best.jpg	615550780	womens-tops	https://img.shopstyle-cdn.com/pim/ff/7c/ff7c3f45bcd6693c9b169f6d5bae95bd_best.jpg
9	42713133	537861099	jeans	https://img.shopstyle-cdn.com/pim/d8/95/d8959a610bbf7b42cb159eb450dc4a4f_best.jpg	617957441	womens-tops	https://img.shopstyle-cdn.com/pim/d8/0b/d80b318d25f06b1d006346d712c42c29_best.jpg
10	42795062	624268433	sweaters	https://img.shopstyle-cdn.com/pim/03/c8/03c8d0a79daca2d98c3fb2d4478ca5df_best.jpg	631891193	jeans	https://img.shopstyle-cdn.com/pim/6b/99/6b99af9c5893b48be27f6e88e11b8cf9_best.jpg
11	42901513	638947724	womens-tops	https://img.shopstyle-cdn.com/pim/3c/4c/3c4cb3e1938fe4053c8dd55366b6b406_best.jpg	648416608	jeans	https://img.shopstyle-cdn.com/pim/a6/b8/a6b8c4c1c2ade385a88c03f1be8fa10d_best.jpg
12	42795068	636867358	womens-tops	https://img.shopstyle-cdn.com/pim/7e/6b/7e6b898f0f2b023a3c57ec391aeb02e7_best.jpg	630460343	jeans	https://img.shopstyle-cdn.com/pim/51/f7/51f79c05204686c8172f821aced00a42_best.jpg
13	42934282	643761823	skirts	https://img.shopstyle-cdn.com/pim/2d/be/2dbe0b343bb759b2d7705830d41dbd13_best.jpg	643983407	womens-tops	https://img.shopstyle-cdn.com/pim/05/b4/05b48aaa4344f4aac3edd396f5ee5792_best.jpg
14	42844223	638723788	womens-tops	https://img.shopstyle-cdn.com/pim/a6/27/a627fae9190491a10575702d390c05ee_best.jpg	533070297	skirts	https://img.shopstyle-cdn.com/pim/1b/d8/1bd8c731807274c3ddce4ddf80c85420_best.jpg
15	42926147	646392153	womens-pants	https://img.shopstyle-cdn.com/pim/56/52/565291db2bb68b15df2818a997128b4f_best.jpg	649091558	womens-tops	https://img.shopstyle-cdn.com/pim/c5/9f/c59f91d59433f0ef14dde611fffe42d0_best.jpg
